,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,time
0,0.007568359375,0.42578125,-0.228271484375,0.0074174669053819,0.0359005398220486,-0.0095367431640625,0.0
1,0.094970703125,0.43505859375,-0.1796875,0.0155978732638888,0.0077565511067708,-0.0235239664713541,40.98999999999069
2,0.049072265625,0.431396484375,-0.269287109375,0.0247955322265625,0.0344170464409722,-0.0413258870442708,82.01999999990221
3,-0.022216796875,0.435546875,-0.290283203125,-0.0003390842013888,0.0164879692925347,-0.0243292914496527,124.8399999999674
4,-0.0283203125,0.4345703125,-0.2998046875,-0.0017801920572916,0.01220703125,-0.0172932942708333,165.4299999999348
5,-0.054443359375,0.405029296875,-0.252685546875,-0.0075870090060763,0.0033908420138888,-0.0125885009765625,207.214999999851
6,-0.03271484375,0.425537109375,-0.257080078125,-0.0066545274522569,0.0028822157118055,-0.0008477105034722,248.90499999991152
7,0.0009765625,0.431640625,-0.248291015625,-0.0070359971788194,0.0020345052083333,0.0037299262152777,290.1799999999348
8,-0.008544921875,0.451171875,-0.27197265625,-0.0044080946180555,-0.0203026665581597,0.0102996826171875,330.8699999998789
9,-0.00341796875,0.459228515625,-0.289794921875,-0.0034756130642361,-0.026914808485243,0.0178019205729166,373.1649999999208
10,-0.037353515625,0.444580078125,-0.25244140625,-0.0022464328342013,-0.017759535047743,0.0224219428168402,413.8499999998603
11,0.018798828125,0.498291015625,-0.230712890625,-0.0044928656684027,-0.0189463297526041,0.0260670979817708,456.6799999999348
12,0.058837890625,0.3994140625,-0.120849609375,0.00457763671875,0.0070359971788194,0.0122494167751736,497.4000000000233
13,0.013916015625,0.39208984375,-0.216064453125,0.0050438774956597,0.0041537814670138,0.0144534640842013,537.8349999999627
14,0.01513671875,0.412353515625,-0.20361328125,0.0127156575520833,-0.0248803032769097,0.0082227918836805,579.7999999999302
15,-0.019287109375,0.393310546875,-0.30126953125,0.0187767876519097,-0.0094519721137152,0.0090705023871527,621.8099999999395
16,-0.0322265625,0.377685546875,-0.20166015625,0.0195397271050347,-0.012418958875868,-0.002500745985243,662.7800000000279
17,0.0205078125,0.380859375,-0.21826171875,0.0149620903862847,0.0255584716796875,-0.0010596381293402,703.7949999999255
18,-0.035400390625,0.455322265625,-0.320556640625,0.0074598524305555,0.048828125,-0.0049167209201388,745.7499999998836
19,0.07275390625,0.404541015625,-0.2265625,0.0060611300998263,0.0073750813802083,-0.0101725260416666,786.7600000000093
20,0.013671875,0.41650390625,-0.270751953125,0.0004662407769097,-0.0059339735243055,0.0055101182725694,827.5100000000093
21,-0.162353515625,0.554931640625,-0.248779296875,0.012418958875868,0.0219133165147569,0.0283983018663194,868.7099999999627
22,0.03759765625,0.411376953125,-0.307861328125,0.0270843505859375,0.063323974609375,0.0631544325086805,909.6949999999488
23,0.226318359375,0.343505859375,-0.36181640625,0.0052134195963541,0.0317891438802083,0.0276353624131944,951.6849999999396
24,0.106201171875,0.447998046875,-0.268310546875,-0.0038570827907986,0.0419192843967013,0.0323401557074652,992.7799999999116
25,0.20166015625,0.354736328125,-0.300048828125,-0.004026624891493,0.013181898328993,0.0252617730034722,1033.704999999958
26,0.205078125,0.343994140625,-0.31201171875,-0.0224643283420138,-0.0192430284288194,0.0033908420138888,1074.4799999999814
27,-0.03857421875,0.67578125,-0.298095703125,-0.0048743353949652,-0.0634087456597222,-0.0083499484592013,1116.6649999999208
28,0.17236328125,0.356689453125,-0.24853515625,-0.0150468614366319,0.008392333984375,0.0036027696397569,1157.655000000028
29,0.130615234375,0.3955078125,-0.306640625,-0.0122494167751736,-0.0133938259548611,-0.0062730577256944,1198.6049999999814
30,0.088134765625,0.425537109375,-0.251708984375,-0.0080956353081597,-0.0134785970052083,0.0001271565755208,1239.1599999999162
31,0.170166015625,0.390380859375,-0.291259765625,-0.0084347195095486,-0.0098758273654513,-0.0026702880859375,1280.579999999958
32,0.081298828125,0.427978515625,-0.250244140625,-0.0105963812934027,-0.0113169352213541,-0.0069936116536458,1323.5899999999674
33,0.074951171875,0.426513671875,-0.245849609375,0.0002966986762152,-4.23855251736e-05,0.0040690104166666,1364.5550000000512
34,0.15478515625,0.40234375,-0.303955078125,-0.0052981906467013,0.0056796603732638,-0.0033908420138888,1406.729999999865
35,0.1396484375,0.41015625,-0.29248046875,-0.0104692247178819,-0.0157674153645833,-0.0064849853515625,1447.5199999999022
36,0.06591796875,0.441650390625,-0.242431640625,0.0014411078559027,0.0020768907335069,0.0032212999131944,1488.5549999999348
37,0.11669921875,0.414794921875,-0.2861328125,-0.0020768907335069,0.0038994683159722,-0.0012291802300347,1529.4949999999951
38,0.08642578125,0.429443359375,-0.240478515625,-0.0028822157118055,0.0045352511935763,-0.0024159749348958,1570.515000000014
39,0.1025390625,0.423095703125,-0.26513671875,0.0008053249782986,-0.0014411078559027,0.0036875406901041,1612.3199999999488
40,0.1162109375,0.4150390625,-0.270263671875,-0.0030093722873263,0.0035603841145833,-0.0020768907335069,1654.4749999999767
