time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
0,-0.184814453125,0.43798828125,0.178955078125,-0.0016106499565972222,0.0030517578125,0.0004662407769097222,-0.8600000143051147,0.2800000011920929,0.05000000074505806
40.9000000001397,-0.189453125,0.44140625,0.174560546875,-0.0011020236545138888,0.003560384114583333,-0.0004238552517361111,-0.9200000166893005,0.25999999046325684,0.05999999865889549
82.02000000013504,-0.1826171875,0.43701171875,0.17138671875,-0.0013563368055555555,0.002755059136284722,-0.00021192762586805556,-0.9399999976158142,0.2800000011920929,0.019999999552965164
122.6600000000326,-0.190185546875,0.436279296875,0.1748046875,-0.001992119683159722,0.0008477105034722222,0.0007205539279513889,-0.9399999976158142,0.2800000011920929,0.05999999865889549
163.55500000005122,-0.179443359375,0.439208984375,0.175048828125,-0.0016106499565972222,0.0013139512803819445,0.0003814697265625,-0.9200000166893005,0.28999999165534973,0.009999999776482582
204.4200000000419,-0.184814453125,0.438720703125,0.176513671875,-0.0013987223307291665,0.0012715657552083333,0.00008477105034722222,-0.9200000166893005,0.23000000417232513,0.019999999552965164
245.4450000000652,-0.1904296875,0.439697265625,0.1728515625,-0.0013563368055555555,0.0013987223307291665,0.0005510118272569444,-0.8999999761581421,0.3100000023841858,0.029999999329447746
286.4749999999767,-0.187744140625,0.438720703125,0.168701171875,-0.0022040473090277775,0.0010596381293402778,0.0008053249782986111,-0.9200000166893005,0.28999999165534973,0.05999999865889549
329.10000000009313,-0.185791015625,0.4375,0.18359375,-0.002246432834201389,0.0003814697265625,0.0013987223307291665,-0.9200000166893005,0.2800000011920929,0.05000000074505806
369.8900000001304,-0.185546875,0.439208984375,0.175537109375,-0.0014411078559027778,0.0004238552517361111,0.000762939453125,-0.9200000166893005,0.28999999165534973,0.05000000074505806
411.96999999997206,-0.181884765625,0.4384765625,0.179443359375,-0.0005933973524305555,0.0004238552517361111,-0.0004662407769097222,-0.9599999785423279,0.2800000011920929,0.05000000074505806
452.7300000000978,-0.186279296875,0.440185546875,0.16748046875,-0.00025431315104166663,0.0011444091796875,-0.00025431315104166663,-0.9399999976158142,0.25999999046325684,0.029999999329447746
493.80000000004657,-0.183837890625,0.442626953125,0.177734375,-0.0011020236545138888,0,-0.00021192762586805556,-0.9200000166893005,0.28999999165534973,0.05000000074505806
535.2199999999721,-0.1865234375,0.439208984375,0.173095703125,-0.003136528862847222,-0.0011444091796875,0.0010172526041666665,-0.9399999976158142,0.2800000011920929,0.05000000074505806
578.4950000001118,-0.179443359375,0.447265625,0.17333984375,-0.002034505208333333,-0.0003814697265625,0.001568264431423611,-0.9200000166893005,0.28999999165534973,0.05000000074505806
619.3150000000605,-0.177734375,0.441162109375,0.17724609375,-0.004026624891493055,-0.004620022243923611,0.0041961669921875,-0.9399999976158142,0.2800000011920929,0.029999999329447746
659.859999999986,-0.1689453125,0.439453125,0.203125,-0.0025007459852430555,-0.00029669867621527775,0.001949734157986111,-0.8999999761581421,0.25999999046325684,0.05999999865889549
700.9750000000931,-0.177734375,0.442138671875,0.176513671875,-0.0012715657552083333,0.0014834933810763888,-0.0011444091796875,-0.8999999761581421,0.2800000011920929,0.019999999552965164
741.3800000001211,-0.167236328125,0.450927734375,0.156982421875,0.0034332275390625,-0.0014834933810763888,0.0019073486328125,-0.8999999761581421,0.2800000011920929,0.029999999329447746
782.140000000014,-0.17138671875,0.4501953125,0.18896484375,-0.0014411078559027778,-0.004026624891493055,-0.0009324815538194444,-0.9200000166893005,0.25999999046325684,0.019999999552965164
822.7450000001118,-0.207763671875,0.480712890625,0.208984375,0.0029246012369791665,-0.0017378065321180555,-0.003390842013888889,-0.9200000166893005,0.25,0.029999999329447746
863.1800000000512,-0.178955078125,0.4794921875,0.250244140625,0.0016530354817708333,-0.00008477105034722222,-0.003517998589409722,-0.8999999761581421,0.25999999046325684,0.009999999776482582
904.265000000014,-0.115966796875,0.454345703125,0.111328125,-0.0026702880859375,-0.002331203884548611,0.00029669867621527775,-0.9599999785423279,0.2800000011920929,0.019999999552965164
945.1000000000931,-0.18701171875,0.45654296875,0.095947265625,-0.0005933973524305555,-0.006103515625,0.002034505208333333,-0.8999999761581421,0.25999999046325684,0.019999999552965164
986.5899999999674,-0.189208984375,0.408447265625,0.142578125,-0.0041961669921875,-0.005764431423611111,0.0013563368055555555,-0.9399999976158142,0.28999999165534973,0.019999999552965164
1028.3850000001257,-0.193359375,0.4677734375,0.1357421875,-0.0009748670789930555,-0.011571248372395832,0.0007205539279513889,-0.9200000166893005,0.25999999046325684,0.019999999552965164
1069.505000000121,-0.304931640625,0.489013671875,0.058837890625,-0.008138020833333332,-0.0011020236545138888,-0.0034332275390625,-0.9599999785423279,0.25999999046325684,0
1110.1750000000466,-0.18212890625,0.470947265625,0.217529296875,0.0028398301866319445,0.005171034071180555,-0.0028398301866319445,-0.9200000166893005,0.2800000011920929,0.029999999329447746
1152.2750000000233,-0.203369140625,0.451416015625,0.160888671875,0.0019073486328125,-0.006188286675347222,0.0020768907335069445,-0.9399999976158142,0.2800000011920929,0.019999999552965164
1193.795000000042,-0.129150390625,0.452880859375,0.1943359375,-0.0005510118272569444,-0.001186794704861111,-0.0008900960286458333,-0.9200000166893005,0.28999999165534973,0.019999999552965164
1234.670000000042,-0.178466796875,0.361328125,0.16064453125,0.0025007459852430555,0.0013563368055555555,-0.0009324815538194444,-0.9599999785423279,0.2800000011920929,0.019999999552965164
1279.5250000000233,-0.1943359375,0.53759765625,0.083984375,-0.0029669867621527775,-0.007798936631944444,-0.0012291802300347222,-0.8999999761581421,0.2800000011920929,0.029999999329447746
1320.6200000001118,-0.1787109375,0.493408203125,0.02685546875,-0.014665391710069444,0.005849202473958333,0.0025007459852430555,-0.9399999976158142,0.25999999046325684,0.019999999552965164
1361.615000000107,-0.163330078125,0.410888671875,0.19189453125,0.006993611653645833,-0.012503729926215278,-0.0008900960286458333,-0.9800000190734863,0.25999999046325684,0.029999999329447746
1402.8649999999907,-0.12353515625,0.4423828125,0.097412109375,0.010977851019965278,-0.005043877495659722,-0.0036875406901041665,-0.9399999976158142,0.28999999165534973,0.009999999776482582
1445.1750000000466,-0.256591796875,0.497802734375,0.1474609375,-0.002288818359375,-0.005467732747395833,0.0025431315104166665,-0.9399999976158142,0.2800000011920929,0.019999999552965164
1486.6500000000233,-0.14404296875,0.498779296875,0.19189453125,0.0016106499565972222,-0.010257297092013888,-0.00025431315104166663,-0.9200000166893005,0.2800000011920929,0.019999999552965164
1527.3150000000605,-0.146728515625,0.388916015625,0.079345703125,-0.013563368055555556,-0.01763237847222222,0.009748670789930556,-0.9200000166893005,0.25999999046325684,0.029999999329447746
1568.3549999999814,-0.232421875,0.31787109375,0.138671875,0.0017378065321180555,0.0011020236545138888,0.002373589409722222,-0.9399999976158142,0.2800000011920929,-0.019999999552965164
1613.5750000000698,-0.212890625,0.397216796875,-0.0244140625,-0.00025431315104166663,-0.016360812717013888,0.012334187825520832,-0.9399999976158142,0.25,0.019999999552965164
1654.7249999999767,-0.17138671875,0.36962890625,-0.08203125,-0.002288818359375,-0.014707777235243054,0.004323323567708333,-0.8999999761581421,0.25,0.009999999776482582
1696.1200000001118,-0.13671875,0.49462890625,0.195556640625,-0.0003814697265625,-0.022633870442708332,0.0057220458984375,-0.9399999976158142,0.2800000011920929,0.009999999776482582
1737.5350000000326,-0.2314453125,0.436279296875,0.19921875,-0.0025431315104166665,-0.011613633897569444,0.004026624891493055,-0.9599999785423279,0.25999999046325684,-0.019999999552965164
1778.9400000000605,-0.163818359375,0.456787109375,0.2216796875,0.00025431315104166663,-0.00919765896267361,-0.0021616617838541665,-0.8799999952316284,0.25,0.019999999552965164
1820.015000000014,-0.120849609375,0.431396484375,0.222412109375,0.005510118272569444,-0.005255805121527778,0.0009748670789930555,-0.9399999976158142,0.25,-0.019999999552965164
1860.9700000000885,-0.17236328125,0.464599609375,0.15234375,0.004662407769097222,0.0012291802300347222,0.002755059136284722,-0.9200000166893005,0.23000000417232513,-0.03999999910593033
