time,ax,ay,az,gx,gy,gz,mx,my,mz
19716.00,-9.54,-1.37,-3.28,-0.05,0.14,0.07,-98.00,11.00,-53.00
19727.00,-9.54,-1.37,-3.28,-0.05,0.14,0.07,-98.00,11.00,-53.00
19739.00,-9.33,-1.43,-3.68,-0.08,0.12,0.25,-98.00,11.00,-53.00
19752.00,-9.33,-1.43,-3.68,-0.08,0.12,0.25,-98.00,11.00,-53.00
19764.00,-8.64,-2.74,-4.20,-0.05,0.05,0.32,-98.00,11.00,-53.00
19776.00,-9.88,-1.52,-4.01,-0.12,-0.11,0.27,-98.00,11.00,-53.00
19787.00,-9.88,-1.52,-4.01,-0.12,-0.11,0.27,-98.00,11.00,-53.00
19800.00,-9.32,-2.11,-3.22,-0.05,-0.25,0.24,-98.00,11.00,-53.00
19812.00,-9.32,-2.11,-3.22,-0.05,-0.25,0.24,-98.00,11.00,-53.00
19822.00,-9.21,-3.28,-3.77,-0.05,-0.29,0.20,-98.00,4.00,-53.00
19834.00,-9.12,-2.72,-2.82,-0.11,-0.24,0.14,-98.00,4.00,-53.00
19847.00,-9.12,-2.72,-2.82,-0.11,-0.24,0.14,-98.00,4.00,-53.00
19858.00,-8.98,-2.10,-3.67,-0.23,-0.05,0.01,-98.00,4.00,-53.00
19870.00,-8.98,-2.10,-3.67,-0.23,-0.05,0.01,-98.00,4.00,-53.00
19881.00,-9.14,-1.74,-3.98,-0.31,0.07,-0.11,-98.00,4.00,-53.00
19894.00,-8.81,-1.38,-5.64,-0.18,0.02,-0.27,-98.00,4.00,-53.00
19906.00,-8.81,-1.38,-5.64,-0.18,0.02,-0.27,-98.00,4.00,-53.00
19917.00,-9.07,-1.68,-3.10,0.03,-0.07,-0.25,-98.00,4.00,-53.00
19929.00,-9.07,-1.68,-3.10,0.03,-0.07,-0.25,-98.00,4.00,-53.00
19943.00,-9.37,-0.26,-3.63,-0.03,-0.03,-0.01,-98.00,4.00,-53.00
19954.00,-9.33,-0.40,-3.67,-0.09,0.00,-0.02,-98.00,4.00,-53.00
19966.00,-9.33,-0.40,-3.67,-0.09,0.00,-0.02,-98.00,4.00,-53.00
19978.00,-9.29,-1.05,-3.71,-0.04,0.03,-0.16,-98.00,4.00,-53.00
19991.00,-9.29,-1.05,-3.71,-0.04,0.03,-0.16,-98.00,4.00,-53.00
20003.00,-9.07,-1.72,-4.12,-0.00,0.03,-0.23,-98.00,4.00,-53.00
20015.00,-9.09,-2.12,-4.01,0.02,-0.02,-0.21,-98.00,4.00,-53.00
20027.00,-9.09,-2.12,-4.01,0.02,-0.02,-0.21,-98.00,4.00,-53.00
20040.00,-9.11,-2.08,-3.58,-0.01,-0.07,-0.13,-98.00,4.00,-53.00
20051.00,-9.11,-2.08,-3.58,-0.01,-0.07,-0.13,-98.00,4.00,-53.00
20063.00,-9.16,-1.93,-3.48,-0.05,-0.06,-0.06,-98.00,4.00,-53.00
20075.00,-9.14,-1.88,-3.60,-0.06,-0.03,-0.00,-96.00,11.00,-57.00
20088.00,-9.14,-1.88,-3.60,-0.06,-0.03,-0.00,-96.00,11.00,-57.00
20100.00,-9.15,-1.79,-3.73,-0.08,-0.01,0.04,-96.00,11.00,-57.00
20112.00,-9.15,-1.79,-3.73,-0.08,-0.01,0.04,-96.00,11.00,-57.00
20123.00,-9.16,-1.64,-3.76,-0.08,-0.01,0.06,-96.00,11.00,-57.00
20136.00,-9.18,-1.69,-3.70,-0.07,-0.02,0.07,-96.00,11.00,-57.00
20147.00,-9.18,-1.69,-3.70,-0.07,-0.02,0.07,-96.00,11.00,-57.00
20159.00,-9.17,-2.30,-2.85,0.00,0.01,0.11,-96.00,11.00,-57.00
20170.00,-9.17,-2.30,-2.85,0.00,0.01,0.11,-96.00,11.00,-57.00
20184.00,-9.40,-2.50,-1.42,0.15,0.22,0.25,-96.00,11.00,-57.00
20195.00,-13.52,-1.71,0.65,0.30,0.72,0.43,-98.00,4.00,-57.00
20207.00,-13.52,-1.71,0.65,0.30,0.72,0.43,-98.00,4.00,-57.00
20218.00,-13.98,0.06,-1.00,-0.54,1.74,0.32,-98.00,4.00,-57.00
20233.00,-13.98,0.06,-1.00,-0.54,1.74,0.32,-98.00,4.00,-57.00
20244.00,-8.23,1.41,-11.12,-1.33,2.52,-0.04,-98.00,4.00,-57.00
20256.00,-8.87,6.78,-16.38,-0.77,1.83,-0.07,-98.00,4.00,-57.00
20267.00,-8.87,6.78,-16.38,-0.77,1.83,-0.07,-98.00,4.00,-57.00
20280.00,-8.19,0.90,-9.34,0.45,0.43,-0.68,-98.00,4.00,-57.00
20292.00,-8.19,0.90,-9.34,0.45,0.43,-0.68,-98.00,4.00,-57.00
20303.00,-5.71,-0.78,-7.76,0.74,0.48,-0.40,-98.00,4.00,-57.00
20314.00,-4.71,0.25,-8.24,0.80,0.47,0.10,-94.00,7.00,-31.00
20328.00,-4.71,0.25,-8.24,0.80,0.47,0.10,-94.00,7.00,-31.00
20339.00,-5.90,0.37,-5.37,1.02,0.09,0.25,-94.00,7.00,-31.00
20351.00,-5.90,0.37,-5.37,1.02,0.09,0.25,-94.00,7.00,-31.00
20362.00,-5.84,-1.69,-2.77,1.08,0.14,0.28,-94.00,7.00,-31.00
20366.00,-5.84,-1.69,-2.77,1.08,0.14,0.28,-94.00,7.00,-31.00
20446.00,-6.86,0.78,-6.65,0.64,0.78,1.67,-94.00,7.00,-31.00
20525.00,-9.95,-2.87,-1.02,1.27,-0.27,0.65,-90.00,-5.00,-18.00
20604.00,-10.56,-1.47,-2.58,0.87,-0.62,0.20,-90.00,-18.00,-9.00
20695.00,-10.59,-2.29,-3.01,0.41,-0.42,-0.25,-90.00,-15.00,-9.00
20706.00,-10.59,-2.29,-3.01,0.41,-0.42,-0.25,-90.00,-15.00,-9.00
20718.00,-7.39,-2.79,-3.74,0.19,-0.06,-0.14,-90.00,-15.00,-9.00
20730.00,-7.39,-2.79,-3.74,0.19,-0.06,-0.14,-90.00,-15.00,-9.00
20743.00,-6.68,-0.41,-5.22,0.05,0.07,0.27,-90.00,-15.00,-9.00
20755.00,-7.22,0.52,-6.64,0.16,-0.11,0.30,-90.00,-15.00,-9.00
20767.00,-7.22,0.52,-6.64,0.16,-0.11,0.30,-90.00,-15.00,-9.00
20778.00,-10.70,1.69,-6.86,0.39,-0.54,-0.02,-90.00,-15.00,-9.00
20790.00,-10.70,1.69,-6.86,0.39,-0.54,-0.02,-90.00,-15.00,-9.00
20802.00,-9.37,-3.49,-3.55,0.57,-0.73,-0.56,-90.00,-15.00,-9.00
20814.00,-8.62,-2.67,-2.84,0.30,-0.33,-0.13,-90.00,-15.00,-9.00
20826.00,-8.62,-2.67,-2.84,0.30,-0.33,-0.13,-90.00,-15.00,-22.00
20839.00,-8.52,-0.17,-5.42,0.09,0.04,0.21,-90.00,-15.00,-22.00
20850.00,-8.52,-0.17,-5.42,0.09,0.04,0.21,-90.00,-15.00,-22.00
20862.00,-9.23,-0.45,-4.85,0.20,-0.16,-0.02,-90.00,-15.00,-22.00
20874.00,-8.93,-1.88,-4.23,0.23,-0.25,-0.22,-90.00,-15.00,-22.00
20888.00,-8.93,-1.88,-4.23,0.23,-0.25,-0.22,-90.00,-15.00,-22.00
20900.00,-9.03,-1.18,-4.59,0.11,-0.17,-0.13,-90.00,-15.00,-22.00
20911.00,-9.03,-1.18,-4.59,0.11,-0.17,-0.13,-90.00,-15.00,-22.00
20922.00,-8.69,-0.95,-4.89,0.07,-0.15,-0.11,-90.00,-15.00,-22.00
20936.00,-8.73,-0.40,-5.32,0.11,-0.20,-0.11,-90.00,-15.00,-22.00
20947.00,-8.73,-0.40,-5.32,0.11,-0.20,-0.11,-90.00,-15.00,-22.00
20958.00,-8.79,-0.51,-5.08,0.21,-0.26,-0.17,-92.00,-15.00,-22.00
20970.00,-8.79,-0.51,-5.08,0.21,-0.26,-0.17,-92.00,-15.00,-22.00
20983.00,-8.73,-1.10,-4.70,0.24,-0.30,-0.22,-92.00,-15.00,-22.00
20995.00,-8.68,-1.08,-4.90,0.24,-0.34,-0.19,-92.00,-15.00,-22.00
21006.00,-8.68,-1.08,-4.90,0.24,-0.34,-0.19,-92.00,-15.00,-22.00
21018.00,-8.76,-1.15,-4.76,0.27,-0.41,-0.16,-92.00,-15.00,-22.00
21031.00,-8.76,-1.15,-4.76,0.27,-0.41,-0.16,-92.00,-15.00,-22.00
21043.00,-8.87,-0.96,-4.67,0.28,-0.46,-0.16,-92.00,-15.00,-22.00
21054.00,-8.87,-0.96,-4.67,0.28,-0.46,-0.16,-92.00,-15.00,-22.00
21066.00,-9.47,-1.70,-3.44,0.26,-0.40,-0.24,-92.00,-15.00,-22.00
21079.00,-9.08,-2.23,-3.23,0.14,-0.19,-0.22,-90.00,-12.00,-18.00
21090.00,-9.08,-2.23,-3.23,0.14,-0.19,-0.22,-90.00,-12.00,-18.00
21102.00,-8.97,-1.88,-3.82,0.07,-0.05,-0.08,-90.00,-12.00,-18.00
21115.00,-8.97,-1.11,-4.77,-0.00,0.00,-0.00,-90.00,-12.00,-18.00
21127.00,-8.97,-1.11,-4.77,-0.00,0.00,-0.00,-90.00,-12.00,-18.00
21138.00,-9.03,-0.90,-4.74,0.02,-0.06,-0.04,-90.00,-12.00,-18.00
21150.00,-9.03,-0.90,-4.74,0.02,-0.06,-0.04,-90.00,-12.00,-18.00
21163.00,-8.46,-1.90,-5.46,0.10,-0.18,-0.09,-90.00,-12.00,-18.00
21175.00,-9.13,-1.30,-3.81,0.13,-0.30,-0.08,-90.00,-12.00,-18.00
21187.00,-9.13,-1.30,-3.81,0.13,-0.30,-0.08,-90.00,-12.00,-18.00
21198.00,-9.06,-1.59,-3.93,0.07,-0.11,-0.17,-92.00,-8.00,-27.00
21211.00,-9.06,-1.59,-3.93,0.07,-0.11,-0.17,-92.00,-8.00,-27.00
21223.00,-9.03,-1.64,-4.17,0.02,-0.08,-0.14,-92.00,-8.00,-27.00
21234.00,-9.03,-1.64,-4.17,0.02,-0.08,-0.14,-92.00,-8.00,-27.00
21245.00,-9.01,-1.66,-4.05,0.02,-0.09,-0.10,-92.00,-8.00,-27.00
21259.00,-9.06,-1.60,-3.97,0.01,-0.08,-0.07,-92.00,-8.00,-27.00
21271.00,-9.06,-1.60,-3.97,0.01,-0.08,-0.07,-92.00,-8.00,-27.00
21283.00,-9.07,-1.51,-4.02,0.02,-0.06,-0.06,-92.00,-8.00,-27.00
21294.00,-9.07,-1.51,-4.02,0.02,-0.06,-0.06,-92.00,-8.00,-27.00
21307.00,-9.03,-1.51,-3.99,0.01,-0.05,-0.06,-92.00,-8.00,-27.00
21319.00,-9.11,-1.59,-4.01,0.02,-0.03,-0.05,-94.00,-2.00,-35.00
21330.00,-9.11,-1.59,-4.01,0.02,-0.03,-0.05,-94.00,-2.00,-35.00
21342.00,-8.99,-1.67,-4.04,0.02,-0.02,-0.04,-94.00,-2.00,-35.00
21346.00,-8.99,-1.67,-4.04,0.02,-0.02,-0.04,-94.00,-2.00,-35.00
21428.00,-9.10,-1.47,-3.92,0.00,-0.01,0.01,-94.00,-2.00,-35.00
21504.00,-9.15,-1.22,-4.06,-0.03,0.01,0.03,-94.00,-8.00,-27.00
21583.00,-9.18,-3.26,-2.65,-0.54,-0.23,-0.25,-96.00,-5.00,-35.00
21672.00,-8.52,-0.24,-6.48,-0.24,-0.02,-0.31,-96.00,-5.00,-35.00
21684.00,-9.01,-1.70,-4.94,0.17,0.01,-0.15,-96.00,-5.00,-35.00
21696.00,-9.17,0.57,-4.58,0.09,-0.02,0.05,-94.00,-5.00,-40.00
21707.00,-9.17,0.57,-4.58,0.09,-0.02,0.05,-94.00,-5.00,-40.00
21720.00,-9.45,-0.40,-4.76,-0.05,-0.05,-0.05,-94.00,-5.00,-40.00
21731.00,-9.45,-0.40,-4.76,-0.05,-0.05,-0.05,-94.00,-5.00,-40.00
21743.00,-9.39,0.03,-3.83,-0.01,-0.09,-0.07,-94.00,-5.00,-40.00
21754.00,-9.39,0.03,-3.83,-0.01,-0.09,-0.07,-94.00,-5.00,-40.00
21766.00,-9.47,-0.01,-3.31,0.11,-0.05,-0.25,-94.00,-5.00,-40.00
21778.00,-8.45,-3.30,-3.75,0.31,0.06,-0.22,-94.00,-5.00,-40.00
21789.00,-8.45,-3.30,-3.75,0.31,0.06,-0.22,-94.00,-5.00,-40.00
21801.00,-9.25,-0.91,-3.52,0.44,0.21,0.29,-94.00,-5.00,-40.00
21814.00,-9.25,-0.91,-3.52,0.44,0.21,0.29,-94.00,-5.00,-40.00
21825.00,-9.54,-2.55,-3.16,0.54,0.22,0.28,-94.00,-5.00,-35.00
21837.00,-9.80,-2.49,-1.44,0.27,-0.02,0.20,-94.00,-5.00,-35.00
21848.00,-9.80,-2.49,-1.44,0.27,-0.02,0.20,-94.00,-5.00,-35.00
21861.00,-10.47,-1.65,-1.78,0.00,-0.13,0.18,-94.00,-5.00,-35.00
21873.00,-10.47,-1.65,-1.78,0.00,-0.13,0.18,-94.00,-5.00,-35.00
21884.00,-9.03,-3.68,-3.08,-0.01,-0.11,0.30,-94.00,-5.00,-35.00
21896.00,-8.81,-2.87,-3.33,-0.13,-0.13,0.39,-94.00,-5.00,-35.00
21909.00,-8.81,-2.87,-3.33,-0.13,-0.13,0.39,-94.00,-5.00,-35.00
21921.00,-8.24,-2.88,-4.99,-0.24,-0.08,0.34,-94.00,-5.00,-35.00
21932.00,-8.24,-2.88,-4.99,-0.24,-0.08,0.34,-94.00,-5.00,-35.00
21944.00,-8.69,-1.99,-4.83,-0.35,-0.09,0.22,-94.00,-5.00,-35.00
21958.00,-8.56,-0.19,-4.38,-0.23,-0.06,0.06,-98.00,-5.00,-40.00
21969.00,-8.56,-0.19,-4.38,-0.23,-0.06,0.06,-98.00,-5.00,-40.00
21983.00,-8.15,-1.53,-5.14,0.01,0.04,-0.24,-98.00,-5.00,-40.00
21995.00,-8.15,-1.53,-5.14,0.01,0.04,-0.24,-98.00,-5.00,-40.00
22007.00,-9.16,-0.09,-6.60,0.09,0.14,-0.27,-98.00,-5.00,-40.00
22019.00,-9.65,0.65,-5.56,0.19,-0.03,-0.16,-98.00,-5.00,-40.00
22030.00,-9.65,0.65,-5.56,0.19,-0.03,-0.16,-98.00,-5.00,-40.00
22041.00,-9.27,-0.11,-3.72,0.20,-0.08,-0.09,-98.00,-5.00,-40.00
22054.00,-9.27,-0.11,-3.72,0.20,-0.08,-0.09,-98.00,-5.00,-40.00
22066.00,-9.97,0.06,-2.31,0.11,0.03,-0.06,-98.00,-5.00,-40.00
22078.00,-9.38,-0.19,-2.12,0.01,0.17,0.05,-96.00,-5.00,-31.00
22090.00,-9.38,-0.19,-2.12,0.01,0.17,0.05,-96.00,-5.00,-31.00
22103.00,-10.78,0.75,-1.14,0.05,0.15,0.13,-96.00,-5.00,-31.00
22114.00,-10.78,0.75,-1.14,0.05,0.15,0.13,-96.00,-5.00,-31.00
22126.00,-9.54,-3.09,-3.01,0.13,0.05,-0.06,-96.00,-5.00,-31.00
22140.00,-9.07,-3.02,-3.23,0.07,-0.10,0.11,-96.00,-5.00,-31.00
22153.00,-9.07,-3.02,-3.23,0.07,-0.10,0.11,-96.00,-5.00,-31.00
22164.00,-8.95,-4.52,-3.99,-0.09,-0.12,0.13,-96.00,-5.00,-31.00
22176.00,-9.72,-3.63,-2.78,-0.24,-0.22,0.26,-96.00,-5.00,-31.00
22187.00,-9.72,-3.63,-2.78,-0.24,-0.22,0.26,-96.00,-5.00,-31.00
22200.00,-8.66,-3.37,-3.00,-0.40,-0.12,0.31,-96.00,-8.00,-35.00
22212.00,-8.66,-3.37,-3.00,-0.40,-0.12,0.31,-96.00,-8.00,-35.00
22223.00,-8.60,-1.64,-3.97,-0.43,-0.14,0.15,-96.00,-8.00,-35.00
22235.00,-8.60,-1.64,-3.97,-0.43,-0.14,0.15,-96.00,-8.00,-35.00
22248.00,-8.58,-0.61,-4.64,-0.41,-0.00,-0.16,-96.00,-8.00,-35.00
22263.00,-8.07,-2.10,-4.98,-0.30,0.16,-0.37,-96.00,-8.00,-35.00
22275.00,-8.07,-2.10,-4.98,-0.30,0.16,-0.37,-96.00,-8.00,-35.00
22287.00,-8.55,-0.92,-6.94,-0.21,0.24,-0.25,-96.00,-8.00,-35.00
22301.00,-8.43,-1.12,-5.27,-0.01,0.07,-0.02,-96.00,-8.00,-35.00
22312.00,-8.43,-1.12,-5.27,-0.01,0.07,-0.02,-96.00,-8.00,-35.00
22324.00,-9.65,2.86,-4.03,0.06,-0.06,0.20,-96.00,-8.00,-35.00
22336.00,-9.82,0.79,-4.18,0.13,-0.06,-0.12,-96.00,-8.00,-35.00
22349.00,-9.82,0.79,-4.18,0.13,-0.06,-0.12,-96.00,-8.00,-35.00
22360.00,-9.66,0.06,-3.05,0.13,-0.10,-0.25,-96.00,-8.00,-35.00
22372.00,-9.66,0.06,-3.05,0.13,-0.10,-0.25,-96.00,-8.00,-35.00
22383.00,-9.48,-1.06,-2.33,0.07,-0.04,-0.43,-96.00,-8.00,-35.00
22396.00,-8.75,-3.53,-3.34,0.04,0.14,-0.18,-96.00,-8.00,-35.00
22408.00,-8.75,-3.53,-3.34,0.04,0.14,-0.18,-96.00,-8.00,-35.00
22419.00,-10.19,-0.24,-4.71,-0.01,0.19,0.32,-96.00,-8.00,-35.00
22431.00,-10.19,-0.24,-4.71,-0.01,0.19,0.32,-96.00,-8.00,-35.00
22443.00,-9.08,-1.11,-3.14,0.09,0.03,0.24,-96.00,-8.00,-35.00
22455.00,-9.08,-1.11,-3.14,0.09,0.03,0.24,-96.00,-8.00,-35.00
22467.00,-9.86,-1.91,-2.38,0.10,-0.14,0.08,-92.00,-8.00,-35.00
22478.00,-9.06,-3.87,-4.00,0.10,-0.31,-0.11,-92.00,-8.00,-35.00
22491.00,-9.06,-3.87,-4.00,0.10,-0.31,-0.11,-92.00,-8.00,-35.00
22503.00,-8.92,-3.24,-4.13,0.18,-0.58,-0.13,-92.00,-8.00,-35.00
22515.00,-8.92,-3.24,-4.13,0.18,-0.58,-0.13,-92.00,-8.00,-35.00
22526.00,-8.85,-4.24,-0.98,0.16,-0.55,-0.11,-92.00,-8.00,-35.00
22539.00,-8.48,-4.45,-2.26,-0.13,-0.11,-0.00,-92.00,-8.00,-35.00
22551.00,-8.48,-4.45,-2.26,-0.13,-0.11,-0.00,-92.00,-8.00,-35.00
22563.00,-8.47,-1.89,-3.79,-0.36,0.37,0.28,-92.00,-8.00,-35.00
22576.00,-9.28,0.40,-7.45,-0.48,0.69,0.33,-92.00,-8.00,-35.00
22588.00,-9.28,0.40,-7.45,-0.48,0.69,0.33,-96.00,-8.00,-31.00
22600.00,-9.65,2.28,-8.32,-0.30,0.50,0.01,-96.00,-8.00,-31.00
22612.00,-9.65,2.28,-8.32,-0.30,0.50,0.01,-96.00,-8.00,-31.00
22625.00,-8.59,1.02,-4.97,0.14,0.05,-0.26,-96.00,-8.00,-31.00
22637.00,-9.29,-0.81,-4.09,0.26,-0.10,-0.30,-96.00,-8.00,-31.00
22648.00,-9.29,-0.81,-4.09,0.26,-0.10,-0.30,-96.00,-8.00,-31.00
22660.00,-9.70,0.50,-3.19,0.21,-0.12,-0.28,-96.00,-8.00,-31.00
22673.00,-9.70,0.50,-3.19,0.21,-0.12,-0.28,-96.00,-8.00,-31.00
22685.00,-9.69,-0.79,-3.57,0.13,0.01,-0.36,-96.00,-8.00,-31.00
22696.00,-9.34,-3.01,-4.04,0.08,0.05,-0.23,-94.00,1.00,-35.00
22708.00,-9.34,-3.01,-4.04,0.08,0.05,-0.23,-94.00,1.00,-35.00
22721.00,-9.41,-2.44,-3.53,0.08,0.04,0.20,-94.00,1.00,-35.00
22733.00,-9.41,-2.44,-3.53,0.08,0.04,0.20,-94.00,1.00,-35.00
22744.00,-8.71,-4.75,-4.08,0.07,-0.03,0.17,-94.00,1.00,-35.00
22755.00,-8.71,-4.75,-4.08,0.07,-0.03,0.17,-94.00,1.00,-35.00
22767.00,-9.42,-3.45,-2.91,-0.05,-0.13,0.30,-94.00,1.00,-35.00
22780.00,-9.38,-2.60,-2.39,-0.15,-0.20,0.28,-94.00,1.00,-35.00
22792.00,-9.38,-2.60,-2.39,-0.15,-0.20,0.28,-94.00,1.00,-35.00
22804.00,-9.39,-3.42,-2.20,-0.23,-0.23,0.20,-94.00,1.00,-35.00
22816.00,-9.39,-3.42,-2.20,-0.23,-0.23,0.20,-94.00,1.00,-35.00
22829.00,-9.39,-1.64,-3.63,-0.38,-0.14,0.11,-94.00,1.00,-35.00
22840.00,-9.33,-0.83,-3.49,-0.44,0.03,-0.16,-94.00,-5.00,-40.00
22852.00,-9.33,-0.83,-3.49,-0.44,0.03,-0.16,-94.00,-5.00,-40.00
22865.00,-9.06,-1.35,-4.91,-0.35,0.10,-0.49,-94.00,-5.00,-40.00
22877.00,-8.34,-0.82,-5.57,-0.17,0.14,-0.51,-94.00,-5.00,-40.00
22888.00,-8.34,-0.82,-5.57,-0.17,0.14,-0.51,-94.00,-5.00,-40.00
22900.00,-8.56,-0.23,-5.93,-0.04,0.13,-0.30,-94.00,-5.00,-40.00
22913.00,-8.56,-0.23,-5.93,-0.04,0.13,-0.30,-94.00,-5.00,-40.00
22925.00,-9.54,-0.39,-5.36,0.11,-0.08,-0.13,-94.00,-5.00,-40.00
22937.00,-9.46,-0.54,-4.07,0.18,-0.16,-0.14,-94.00,-5.00,-40.00
22948.00,-9.46,-0.54,-4.07,0.18,-0.16,-0.14,-94.00,-5.00,-40.00
22961.00,-9.48,-0.10,-2.53,0.13,-0.15,-0.19,-94.00,-5.00,-35.00
22973.00,-9.48,-0.10,-2.53,0.13,-0.15,-0.19,-94.00,-5.00,-35.00
22984.00,-9.30,-0.72,-2.27,0.06,-0.02,-0.21,-94.00,-5.00,-35.00
22996.00,-9.30,-0.72,-2.27,0.06,-0.02,-0.21,-94.00,-5.00,-35.00
23009.00,-9.64,-1.98,-2.83,-0.02,0.16,-0.06,-94.00,-5.00,-35.00
23020.00,-10.44,-0.25,-2.36,-0.09,0.25,0.30,-94.00,-5.00,-35.00
23032.00,-10.44,-0.25,-2.36,-0.09,0.25,0.30,-94.00,-5.00,-35.00
23044.00,-9.55,-1.79,-4.08,-0.03,0.26,0.44,-94.00,-5.00,-35.00
23057.00,-9.34,-1.61,-3.17,0.02,-0.09,0.36,-94.00,-5.00,-35.00
23069.00,-9.34,-1.61,-3.17,0.02,-0.09,0.36,-94.00,-5.00,-35.00
23080.00,-9.26,-3.41,-3.32,-0.02,-0.17,-0.00,-96.00,-5.00,-40.00
23091.00,-9.26,-3.41,-3.32,-0.02,-0.17,-0.00,-96.00,-5.00,-40.00
23095.00,-9.26,-3.41,-3.32,-0.02,-0.17,-0.00,-96.00,-5.00,-40.00
23171.00,-8.50,-2.25,-4.27,-0.30,-0.02,-0.03,-96.00,-5.00,-40.00
23253.00,-8.97,1.33,-5.27,0.09,0.08,-0.02,-96.00,-5.00,-40.00
23330.00,-9.35,-2.82,-3.14,0.20,0.05,-0.44,-96.00,-5.00,-40.00
23423.00,-8.38,-4.29,-2.93,-0.18,-0.23,0.13,-96.00,-2.00,-31.00
23435.00,-8.38,-4.29,-2.93,-0.18,-0.23,0.13,-96.00,-2.00,-31.00
23447.00,-8.43,-3.03,-4.09,-0.37,-0.06,0.18,-96.00,-2.00,-31.00
23458.00,-8.69,-1.18,-6.23,-0.41,0.08,0.16,-94.00,-2.00,-35.00
23471.00,-8.69,-1.18,-6.23,-0.41,0.08,0.16,-94.00,-2.00,-35.00
23483.00,-8.87,-0.41,-5.35,-0.24,0.06,-0.13,-94.00,-2.00,-35.00
23494.00,-8.87,-0.41,-5.35,-0.24,0.06,-0.13,-94.00,-2.00,-35.00
23506.00,-9.03,-2.56,-5.49,0.03,-0.00,-0.41,-94.00,-2.00,-35.00
23519.00,-9.14,-1.28,-5.27,0.13,-0.07,-0.24,-94.00,-2.00,-35.00
23531.00,-9.14,-1.28,-5.27,0.13,-0.07,-0.24,-94.00,-2.00,-35.00
23542.00,-9.19,0.46,-4.62,0.11,-0.02,-0.00,-94.00,-2.00,-35.00
23553.00,-9.19,0.46,-4.62,0.11,-0.02,-0.00,-94.00,-2.00,-35.00
23567.00,-9.36,0.94,-4.06,0.06,-0.05,0.00,-94.00,-2.00,-35.00
23578.00,-9.45,-0.83,-4.06,0.10,-0.04,-0.18,-96.00,1.00,-40.00
23590.00,-9.45,-0.83,-4.06,0.10,-0.04,-0.18,-96.00,1.00,-40.00
23602.00,-9.83,0.54,-2.86,0.06,-0.06,-0.23,-96.00,1.00,-40.00
23615.00,-9.83,0.54,-2.86,0.06,-0.06,-0.23,-96.00,1.00,-40.00
23626.00,-9.56,-1.42,-2.32,0.02,0.02,-0.40,-96.00,1.00,-40.00
23638.00,-9.88,-0.84,-2.97,0.01,0.13,-0.04,-96.00,1.00,-40.00
23650.00,-9.88,-0.84,-2.97,0.01,0.13,-0.04,-96.00,1.00,-40.00
23663.00,-9.82,-1.36,-4.62,0.00,0.07,0.15,-96.00,1.00,-40.00
23675.00,-9.82,-1.36,-4.62,0.00,0.07,0.15,-96.00,1.00,-40.00
23687.00,-9.40,-3.32,-3.65,0.02,-0.12,0.07,-96.00,1.00,-40.00
23698.00,-9.17,-3.21,-2.04,-0.02,-0.30,0.03,-96.00,1.00,-35.00
23712.00,-9.17,-3.21,-2.04,-0.02,-0.30,0.03,-96.00,1.00,-35.00
23724.00,-8.88,-4.97,-1.26,-0.10,-0.23,0.01,-96.00,1.00,-35.00
23736.00,-8.88,-4.97,-1.26,-0.10,-0.23,0.01,-96.00,1.00,-35.00
23748.00,-8.99,-3.86,-3.22,-0.29,-0.11,0.08,-96.00,1.00,-35.00
23761.00,-8.01,-3.07,-3.23,-0.44,0.06,0.08,-96.00,1.00,-35.00
23772.00,-8.01,-3.07,-3.23,-0.44,0.06,0.08,-96.00,1.00,-35.00
23783.00,-8.35,-0.93,-6.46,-0.47,0.19,-0.01,-96.00,1.00,-35.00
23795.00,-8.35,-0.93,-6.46,-0.47,0.19,-0.01,-96.00,1.00,-35.00
23808.00,-8.42,0.02,-5.54,-0.31,0.17,-0.15,-96.00,1.00,-35.00
23820.00,-8.88,-1.57,-6.49,-0.07,0.16,-0.22,-96.00,1.00,-35.00
23832.00,-8.88,-1.57,-6.49,-0.07,0.16,-0.22,-96.00,1.00,-35.00
23843.00,-8.68,0.76,-5.42,0.12,0.01,0.06,-94.00,4.00,-31.00
23856.00,-8.68,0.76,-5.42,0.12,0.01,0.06,-94.00,4.00,-31.00
23868.00,-9.42,0.56,-4.09,0.20,-0.04,0.03,-94.00,4.00,-31.00
23879.00,-9.88,0.52,-3.45,0.13,-0.05,-0.07,-94.00,4.00,-31.00
23891.00,-9.88,0.52,-3.45,0.13,-0.05,-0.07,-94.00,4.00,-31.00
23904.00,-9.84,0.39,-3.19,0.04,0.05,-0.20,-94.00,4.00,-31.00
23915.00,-9.84,0.39,-3.19,0.04,0.05,-0.20,-94.00,4.00,-31.00
23927.00,-9.95,-1.83,-3.87,0.07,0.12,-0.34,-94.00,4.00,-31.00
23938.00,-9.40,-2.52,-3.46,0.12,0.01,0.05,-94.00,4.00,-31.00
23952.00,-9.40,-2.52,-3.46,0.12,0.01,0.05,-94.00,4.00,-31.00
23963.00,-9.19,-4.03,-2.66,0.08,-0.06,0.21,-96.00,1.00,-35.00
23975.00,-9.19,-4.03,-2.66,0.08,-0.06,0.21,-96.00,1.00,-35.00
23986.00,-9.42,-3.96,-0.38,0.00,-0.19,0.31,-96.00,1.00,-35.00
23998.00,-9.48,-3.70,-3.46,-0.16,-0.28,0.20,-96.00,1.00,-35.00
